PropertyMedianID,StateCode,City,Suburb,Median,UpdatedYear,UpdatedMonth,Postcode,Quater,District,No of Sales
3947,VIC,,Elmore,198500,2017,9,,Q3,,
3950,VIC,,Elsternwick,2220000,2017,9,,Q3,,
3953,VIC,,Eltham,948600,2017,9,,Q3,,
3956,VIC,,Eltham North,902500,2017,9,,Q3,,
3959,VIC,,Elwood,1855000,2017,9,,Q3,,
3962,VIC,,Emerald,635000,2017,9,,Q3,,
3965,VIC,,Endeavour Hills,626300,2017,9,,Q3,,
3968,VIC,,Epping,575500,2017,9,,Q3,,
3971,VIC,,Epsom,355000,2017,9,,Q3,,
3974,VIC,,Essendon,1302500,2017,9,,Q3,,
3977,VIC,,Essendon North,1247500,2017,9,,Q3,,
3980,VIC,,Essendon West,1465000,2017,9,,Q3,,
3983,VIC,,Eumemmerring,583000,2017,9,,Q3,,
3986,VIC,,Eureka,297500,2017,9,,Q3,,
3989,VIC,,Euroa,269000,2017,9,,Q3,,
3992,VIC,,Eynesbury,482300,2017,9,,Q3,,
3995,VIC,,Fairfield,1270000,2017,9,,Q3,,
3998,VIC,,Fairhaven,882500,2017,9,,Q3,,
4001,VIC,,Fawkner,682500,2017,9,,Q3,,
4004,VIC,,Ferntree Gully,749400,2017,9,,Q3,,
4007,VIC,,Ferny Creek,855000,2017,9,,Q3,,
4010,VIC,,Fingal,875000,2017,9,,Q3,,
4013,VIC,,Fitzroy,1507000,2017,9,,Q3,,
4016,VIC,,Fitzroy North,1502000,2017,9,,Q3,,
4019,VIC,,Fiveways,483000,2017,9,,Q3,,
4022,VIC,,Flemington,1100000,2017,9,,Q3,,
4025,VIC,,Flinders,2987500,2017,9,,Q3,,
4028,VIC,,Flora Hill,307500,2017,9,,Q3,,
4031,VIC,,Flowerdale,150000,2017,9,,Q3,,
4034,VIC,,Footscray,941000,2017,9,,Q3,,
4037,VIC,,Forest Hill,1010000,2017,9,,Q3,,
4040,VIC,,Foster,305300,2017,9,,Q3,,
4043,VIC,,Frankston,611000,2017,9,,Q3,,
4046,VIC,,Frankston North,487500,2017,9,,Q3,,
4049,VIC,,Frankston South,750000,2017,9,,Q3,,
4052,VIC,,Fraser Rise,577500,2017,9,,Q3,,
4055,VIC,,Fyansford,590000,2017,9,,Q3,,
4058,VIC,,Garden City,1436000,2017,9,,Q3,,
4061,VIC,,Garfield,400000,2017,9,,Q3,,
4064,VIC,,Geelong,585000,2017,9,,Q3,,
4067,VIC,,Geelong West,670000,2017,9,,Q3,,
4070,VIC,,Gembrook,610000,2017,9,,Q3,,
4073,VIC,,Gisborne,705000,2017,9,,Q3,,
4076,VIC,,Gladstone Park,647500,2017,9,,Q3,,
4079,VIC,,Glen Huntly,1055000,2017,9,,Q3,,
4082,VIC,,Glen Iris,1937500,2017,9,,Q3,,
4085,VIC,,Glen Waverley,1300400,2017,9,,Q3,,
4088,VIC,,Glengarry,300000,2017,9,,Q3,,
4091,VIC,,Glenrowan,392500,2017,9,,Q3,,
4094,VIC,,Glenroy,760000,2017,9,,Q3,,
4097,VIC,,Golden Beach,200000,2017,9,,Q3,,
4100,VIC,,Golden Point (Ballarat),285000,2017,9,,Q3,,
4103,VIC,,Golden Square,315000,2017,9,,Q3,,
4106,VIC,,Gordon,420000,2017,9,,Q3,,
4109,VIC,,Goughs Bay,272500,2017,9,,Q3,,
4112,VIC,,Gowanbrae,872500,2017,9,,Q3,,
4115,VIC,,Grantville,380000,2017,9,,Q3,,
4118,VIC,,Green Lake,305000,2017,9,,Q3,,
4121,VIC,,Greensborough,846000,2017,9,,Q3,,
4124,VIC,,Greenvale,630000,2017,9,,Q3,,
4127,VIC,,Grovedale,450000,2017,9,,Q3,,
4130,VIC,,Hadfield,727500,2017,9,,Q3,,
4133,VIC,,Hallam,599900,2017,9,,Q3,,
4136,VIC,,Halls Gap,225000,2017,9,,Q3,,
4139,VIC,,Hamilton,180000,2017,9,,Q3,,
4142,VIC,,Hamlyn Heights,497500,2017,9,,Q3,,
4145,VIC,,Hampton,2073500,2017,9,,Q3,,
4148,VIC,,Hampton East,1185000,2017,9,,Q3,,
4151,VIC,,Hampton Park,520000,2017,9,,Q3,,
4154,VIC,,Harcourt,455000,2017,9,,Q3,,
4157,VIC,,Harkness,427000,2017,9,,Q3,,
4160,VIC,,Hastings,470000,2017,9,,Q3,,
4163,VIC,,Hastings West,407500,2017,9,,Q3,,
4166,VIC,,Hawthorn,2325000,2017,9,,Q3,,
4169,VIC,,Hawthorn East,2150000,2017,9,,Q3,,
4172,VIC,,Healesville,522000,2017,9,,Q3,,
4175,VIC,,Heathcote,270000,2017,9,,Q3,,
4178,VIC,,Heatherton,1050000,2017,9,,Q3,,
4181,VIC,,Heathmont,918500,2017,9,,Q3,,
4184,VIC,,Heidelberg,1164000,2017,9,,Q3,,
4187,VIC,,Heidelberg Heights,822500,2017,9,,Q3,,
4190,VIC,,Heidelberg West,726500,2017,9,,Q3,,
4193,VIC,,Hepburn,399000,2017,9,,Q3,,
4196,VIC,,Hepburn Springs,590000,2017,9,,Q3,,
4199,VIC,,Herne Hill,530000,2017,9,,Q3,,
4202,VIC,,Heyfield,180000,2017,9,,Q3,,
4205,VIC,,Heywood,168000,2017,9,,Q3,,
4208,VIC,,Highett,1296300,2017,9,,Q3,,
4211,VIC,,Highton,593800,2017,9,,Q3,,
4214,VIC,,Hillside (Melton),638500,2017,9,,Q3,,
4217,VIC,,Hoppers Crossing,520000,2017,9,,Q3,,
4220,VIC,,Horsham,255000,2017,9,,Q3,,
4223,VIC,,Hughesdale,1487500,2017,9,,Q3,,
4226,VIC,,Huntingdale,1169500,2017,9,,Q3,,
4229,VIC,,Huntly,361500,2017,9,,Q3,,
4232,VIC,,Hurstbridge,665700,2017,9,,Q3,,
4235,VIC,,Indented Head,442500,2017,9,,Q3,,
4238,VIC,,Inglewood,135000,2017,9,,Q3,,
4241,VIC,,Inverleigh,431300,2017,9,,Q3,,
4244,VIC,,Inverloch,450000,2017,9,,Q3,,
4247,VIC,,Invermay Park,390000,2017,9,,Q3,,
4250,VIC,,Ironbark,270000,2017,9,,Q3,,
4253,VIC,,Irymple,355000,2017,9,,Q3,,
4256,VIC,,Ivanhoe,1720000,2017,9,,Q3,,
4259,VIC,,Ivanhoe East,2075000,2017,9,,Q3,,
4262,VIC,,Jacana,562500,2017,9,,Q3,,
4265,VIC,,Jamieson,255000,2017,9,,Q3,,
4268,VIC,,Jan Juc,870000,2017,9,,Q3,,
4271,VIC,,Junction Village,430000,2017,9,,Q3,,
4274,VIC,,Junortoun,480000,2017,9,,Q3,,
4277,VIC,,Kalimna,260000,2017,9,,Q3,,
4280,VIC,,Kalkallo,562500,2017,9,,Q3,,
4283,VIC,,Kallista,690000,2017,9,,Q3,,
4286,VIC,,Kalorama,670000,2017,9,,Q3,,
4289,VIC,,Kangaroo Flat,320000,2017,9,,Q3,,
4292,VIC,,Kangaroo Ground South,880000,2017,9,,Q3,,
4295,VIC,,Kaniva,160000,2017,9,,Q3,,
4298,VIC,,Kealba,593000,2017,9,,Q3,,
4301,VIC,,Keilor,782500,2017,9,,Q3,,
4304,VIC,,Keilor Downs,684000,2017,9,,Q3,,
4307,VIC,,Keilor East,850000,2017,9,,Q3,,
4310,VIC,,Keilor Lodge,715000,2017,9,,Q3,,
4313,VIC,,Keilor Park,750500,2017,9,,Q3,,
4316,VIC,,Kennington,345500,2017,9,,Q3,,
4319,VIC,,Kensington,1015000,2017,9,,Q3,,
4322,VIC,,Kerang,162000,2017,9,,Q3,,
4325,VIC,,Kew,2307500,2017,9,,Q3,,
4328,VIC,,Kew East,1700000,2017,9,,Q3,,
4331,VIC,,Kew North,1755000,2017,9,,Q3,,
4334,VIC,,Keysborough,760500,2017,9,,Q3,,
4337,VIC,,Kialla,420000,2017,9,,Q3,,
4340,VIC,,Kilcunda,650000,2017,9,,Q3,,
4343,VIC,,Killara (Wodonga),397000,2017,9,,Q3,,
4346,VIC,,Kilmore,395000,2017,9,,Q3,,
4349,VIC,,Kilsyth,715000,2017,9,,Q3,,
4352,VIC,,Kilsyth South,843500,2017,9,,Q3,,
4355,VIC,,Kinglake,450000,2017,9,,Q3,,
4358,VIC,,Kinglake West,480000,2017,9,,Q3,,
4361,VIC,,Kings Park,562500,2017,9,,Q3,,
4364,VIC,,Kingsbury,740000,2017,9,,Q3,,
4367,VIC,,Kingsville,1017500,2017,9,,Q3,,
4370,VIC,,Knoxfield,912500,2017,9,,Q3,,
4373,VIC,,Koo Wee Rup,445000,2017,9,,Q3,,
4376,VIC,,Koondrook,274000,2017,9,,Q3,,
4379,VIC,,Koroit,300000,2017,9,,Q3,,
4382,VIC,,Korumburra,270000,2017,9,,Q3,,
4385,VIC,,Kurunjang,374000,2017,9,,Q3,,
4388,VIC,,Kyabram,241500,2017,9,,Q3,,
4391,VIC,,Kyneton,447500,2017,9,,Q3,,
4394,VIC,,Lake Boga,130000,2017,9,,Q3,,
4397,VIC,,Lake Gardens,450000,2017,9,,Q3,,
4400,VIC,,Lake Tyers Beach,260000,2017,9,,Q3,,
4403,VIC,,Lake Wendouree,742000,2017,9,,Q3,,
4406,VIC,,Lakes Entrance,319000,2017,9,,Q3,,
4409,VIC,,Lalor,645500,2017,9,,Q3,,
4412,VIC,,Lancefield,412500,2017,9,,Q3,,
4415,VIC,,Lang Lang,390000,2017,9,,Q3,,
4418,VIC,,Langwarrin,606500,2017,9,,Q3,,
4421,VIC,,Lara,460000,2017,9,,Q3,,
4424,VIC,,Lara Lake,455000,2017,9,,Q3,,
4427,VIC,,Launching Place,478000,2017,9,,Q3,,
4430,VIC,,Laverton,532500,2017,9,,Q3,,
4433,VIC,,Laverton South,628500,2017,9,,Q3,,
4436,VIC,,Leneva,418000,2017,9,,Q3,,
4439,VIC,,Leongatha,310000,2017,9,,Q3,,
4442,VIC,,Leopold,440000,2017,9,,Q3,,
4445,VIC,,Lilydale,702000,2017,9,,Q3,,
4448,VIC,,Lismore,140000,2017,9,,Q3,,
4451,VIC,,Loch Sport,183500,2017,9,,Q3,,
4454,VIC,,Long Gully,280000,2017,9,,Q3,,
4457,VIC,,Longwarry,390000,2017,9,,Q3,,
4460,VIC,,Lorne,1017500,2017,9,,Q3,,
4463,VIC,,Lovely Banks,470000,2017,9,,Q3,,
4466,VIC,,Lower Plenty,1062000,2017,9,,Q3,,
4469,VIC,,Lucas,332900,2017,9,,Q3,,
4472,VIC,,Lucknow,280000,2017,9,,Q3,,
4475,VIC,,Lynbrook,640000,2017,9,,Q3,,
4478,VIC,,Lyndhurst,643500,2017,9,,Q3,,
4481,VIC,,Lysterfield,962200,2017,9,,Q3,,
4484,VIC,,Macedon,776500,2017,9,,Q3,,
4487,VIC,,Macleod,910000,2017,9,,Q3,,
4490,VIC,,Maddingley,375000,2017,9,,Q3,,
4493,VIC,,Maffra,255000,2017,9,,Q3,,
4496,VIC,,Maiden Gully,477800,2017,9,,Q3,,
4499,VIC,,Maidstone,819500,2017,9,,Q3,,
4502,VIC,,Maldon,375000,2017,9,,Q3,,
4505,VIC,,Mallacoota,296000,2017,9,,Q3,,
4508,VIC,,Malmsbury,445000,2017,9,,Q3,,
4511,VIC,,Malvern,1914000,2017,9,,Q3,,
4514,VIC,,Malvern East,1940000,2017,9,,Q3,,
4517,VIC,,Manifold Heights,667000,2017,9,,Q3,,
4520,VIC,,Manor Lakes,495000,2017,9,,Q3,,
4523,VIC,,Mansfield,394500,2017,9,,Q3,,
4526,VIC,,Maribyrnong,940000,2017,9,,Q3,,
4529,VIC,,Marong,341000,2017,9,,Q3,,
4532,VIC,,Marshall,438000,2017,9,,Q3,,
4535,VIC,,Maryborough,189500,2017,9,,Q3,,
4538,VIC,,Marysville,385000,2017,9,,Q3,,
4541,VIC,,Mccrae,787500,2017,9,,Q3,,
4544,VIC,,Mckenzie Hill,455000,2017,9,,Q3,,
4547,VIC,,Mckinnon,1830000,2017,9,,Q3,,
4550,VIC,,Meadow Heights,483500,2017,9,,Q3,,
4553,VIC,,Meeniyan,375000,2017,9,,Q3,,
4556,VIC,,Melton,395000,2017,9,,Q3,,
4559,VIC,,Melton South,382500,2017,9,,Q3,,
4562,VIC,,Melton West,420000,2017,9,,Q3,,
4565,VIC,,Mentone,945300,2017,9,,Q3,,
4568,VIC,,Menzies Creek,837500,2017,9,,Q3,,
4571,VIC,,Merbein,210000,2017,9,,Q3,,
4574,VIC,,Merinda Park,474000,2017,9,,Q3,,
4577,VIC,,Mernda,541000,2017,9,,Q3,,
4580,VIC,,Metung,319300,2017,9,,Q3,,
4583,VIC,,Mickleham,567500,2017,9,,Q3,,
4586,VIC,,Middle Park,2157500,2017,9,,Q3,,
4589,VIC,,Mildura,249800,2017,9,,Q3,,
4592,VIC,,Mill Park,676800,2017,9,,Q3,,
4595,VIC,,Millgrove,341000,2017,9,,Q3,,
4598,VIC,,Miners Rest,350000,2017,9,,Q3,,
4601,VIC,,Minyip,79500,2017,9,,Q3,,
4604,VIC,,Mirboo North,250000,2017,9,,Q3,,
4607,VIC,,Mitcham,1041000,2017,9,,Q3,,
4610,VIC,,Mitchell Park,250000,2017,9,,Q3,,
4613,VIC,,Moe,185800,2017,9,,Q3,,
4616,VIC,,Moggs Creek,577500,2017,9,,Q3,,
4619,VIC,,Monbulk,640900,2017,9,,Q3,,
4622,VIC,,Mont Albert,2017500,2017,9,,Q3,,
4625,VIC,,Mont Albert North,1660000,2017,9,,Q3,,
4628,VIC,,Montmorency,817500,2017,9,,Q3,,
4631,VIC,,Montrose,725000,2017,9,,Q3,,
4634,VIC,,Moonee Ponds,1250000,2017,9,,Q3,,
4637,VIC,,Moorabbin,1069000,2017,9,,Q3,,
4640,VIC,,Mooroolbark,745000,2017,9,,Q3,,
4643,VIC,,Mooroopna,238500,2017,9,,Q3,,
4646,VIC,,Mordialloc,1280000,2017,9,,Q3,,
4649,VIC,,Mornington,755000,2017,9,,Q3,,
4652,VIC,,Mortlake,183800,2017,9,,Q3,,
4655,VIC,,Morwell,169000,2017,9,,Q3,,
4658,VIC,,Mount Beauty,258000,2017,9,,Q3,,
4661,VIC,,Mount Clear,345000,2017,9,,Q3,,
4664,VIC,,Mount Dandenong,815000,2017,9,,Q3,,
4667,VIC,,Mount Duneed,467400,2017,9,,Q3,,
4670,VIC,,Mount Eliza,1180000,2017,9,,Q3,,
4673,VIC,,Mount Evelyn,661500,2017,9,,Q3,,
4676,VIC,,Mount Helen,370000,2017,9,,Q3,,
4679,VIC,,Mount Macedon,665000,2017,9,,Q3,,
4682,VIC,,Mount Martha,973000,2017,9,,Q3,,
4685,VIC,,Mount Pleasant,275000,2017,9,,Q3,,
4688,VIC,,Mount Waverley,1420000,2017,9,,Q3,,
4691,VIC,,Mulgrave,920000,2017,9,,Q3,,
4694,VIC,,Murchison,366000,2017,9,,Q3,,
4697,VIC,,Murrumbeena,1427000,2017,9,,Q3,,
4700,VIC,,Murtoa,125000,2017,9,,Q3,,
4703,VIC,,Myrtleford,240000,2017,9,,Q3,,
4706,VIC,,Nagambie,320000,2017,9,,Q3,,
4709,VIC,,Nar Nar Goon,475000,2017,9,,Q3,,
4712,VIC,,Narre Warren,622500,2017,9,,Q3,,
4715,VIC,,Narre Warren North,1380000,2017,9,,Q3,,
4718,VIC,,Narre Warren South,627600,2017,9,,Q3,,
4721,VIC,,Nathalia,210000,2017,9,,Q3,,
4724,VIC,,Natimuk,267500,2017,9,,Q3,,
4727,VIC,,Neerim South,340000,2017,9,,Q3,,
4730,VIC,,Nerrina,544000,2017,9,,Q3,,
4733,VIC,,New Gisborne,626500,2017,9,,Q3,,
4736,VIC,,Newborough,227100,2017,9,,Q3,,
4739,VIC,,Newcomb,362500,2017,9,,Q3,,
4742,VIC,,Newhaven,422500,2017,9,,Q3,,
4745,VIC,,Newington,395500,2017,9,,Q3,,
4748,VIC,,Newlands Arm,380000,2017,9,,Q3,,
4751,VIC,,Newport,980000,2017,9,,Q3,,
4754,VIC,,Newstead,290000,2017,9,,Q3,,
4757,VIC,,Newtown (Geelong),708000,2017,9,,Q3,,
4760,VIC,,Nhill,230000,2017,9,,Q3,,
4763,VIC,,Niddrie,1140000,2017,9,,Q3,,
4766,VIC,,Noble Park,680000,2017,9,,Q3,,
4769,VIC,,Noble Park North,679300,2017,9,,Q3,,
4772,VIC,,Norlane,296500,2017,9,,Q3,,
4775,VIC,,North Bendigo,310000,2017,9,,Q3,,
4778,VIC,,North Geelong,455000,2017,9,,Q3,,
4781,VIC,,North Melbourne,1450000,2017,9,,Q3,,
4784,VIC,,North Wonthaggi,289000,2017,9,,Q3,,
4787,VIC,,Northcote,1325000,2017,9,,Q3,,
4790,VIC,,Notting Hill,985000,2017,9,,Q3,,
4793,VIC,,Numurkah,197500,2017,9,,Q3,,
4796,VIC,,Nunawading,1122000,2017,9,,Q3,,
4799,VIC,,Nyah,150000,2017,9,,Q3,,
4802,VIC,,Nyah West,133500,2017,9,,Q3,,
4805,VIC,,Nyora,238800,2017,9,,Q3,,
4808,VIC,,Oak Park,875000,2017,9,,Q3,,
4811,VIC,,Oakleigh,1351000,2017,9,,Q3,,
4814,VIC,,Oakleigh East,1150000,2017,9,,Q3,,
4817,VIC,,Oakleigh South,1084100,2017,9,,Q3,,
4820,VIC,,Ocean Grove,627800,2017,9,,Q3,,
4823,VIC,,Officer,508800,2017,9,,Q3,,
4826,VIC,,Olinda,571000,2017,9,,Q3,,
4829,VIC,,Orbost,150000,2017,9,,Q3,,
4832,VIC,,Ormond,1621500,2017,9,,Q3,,
4835,VIC,,Osborne,775000,2017,9,,Q3,,
4838,VIC,,Ouyen,97500,2017,9,,Q3,,
4841,VIC,,Pakenham,490000,2017,9,,Q3,,
4844,VIC,,Paradise Beach,190000,2017,9,,Q3,,
4847,VIC,,Park Orchards,1450000,2017,9,,Q3,,
4850,VIC,,Parkdale,1265000,2017,9,,Q3,,
4853,VIC,,Parkville,3395000,2017,9,,Q3,,
4856,VIC,,Pascoe Vale,930000,2017,9,,Q3,,
4859,VIC,,Pascoe Vale South,1105000,2017,9,,Q3,,
4862,VIC,,Patterson Gardens,913000,2017,9,,Q3,,
4865,VIC,,Patterson Lakes,835000,2017,9,,Q3,,
4868,VIC,,Paynesville,311000,2017,9,,Q3,,
4871,VIC,,Pearcedale,621300,2017,9,,Q3,,
4874,VIC,,Peterborough,446500,2017,9,,Q3,,
4877,VIC,,Pioneer Bay,275000,2017,9,,Q3,,
4880,VIC,,Plenty,1070000,2017,9,,Q3,,
4883,VIC,,Point Cook,620000,2017,9,,Q3,,
4886,VIC,,Point Lonsdale,650000,2017,9,,Q3,,
4889,VIC,,Poowong,286000,2017,9,,Q3,,
4892,VIC,,Porepunkah,437500,2017,9,,Q3,,
4895,VIC,,Port Albert,260000,2017,9,,Q3,,
4898,VIC,,Port Fairy,537500,2017,9,,Q3,,
4901,VIC,,Port Melbourne,1380000,2017,9,,Q3,,
4904,VIC,,Portarlington,575000,2017,9,,Q3,,
4907,VIC,,Portland,236300,2017,9,,Q3,,
4910,VIC,,Portland North,347000,2017,9,,Q3,,
4913,VIC,,Portsea,1831000,2017,9,,Q3,,
4916,VIC,,Prahran,1396300,2017,9,,Q3,,
4919,VIC,,Preston,965000,2017,9,,Q3,,
4922,VIC,,Princes Hill,2230000,2017,9,,Q3,,
4925,VIC,,Pyramid Hill,145000,2017,9,,Q3,,
4928,VIC,,Quarry Hill,354800,2017,9,,Q3,,
4931,VIC,,Queenscliff,610000,2017,9,,Q3,,
4934,VIC,,Rainbow,64500,2017,9,,Q3,,
4937,VIC,,Ravenhall,605000,2017,9,,Q3,,
4940,VIC,,Rawson,153000,2017,9,,Q3,,
4943,VIC,,Raymond Island,315000,2017,9,,Q3,,
4946,VIC,,Red Cliffs,235000,2017,9,,Q3,,
4949,VIC,,Red Hill,850000,2017,9,,Q3,,
4952,VIC,,Redan,265000,2017,9,,Q3,,
4955,VIC,,Research,650000,2017,9,,Q3,,
4958,VIC,,Reservoir,811000,2017,9,,Q3,,
4961,VIC,,Rhyll,615000,2017,9,,Q3,,
4964,VIC,,Richmond,1436000,2017,9,,Q3,,
4967,VIC,,Riddells Creek,617000,2017,9,,Q3,,
4970,VIC,,Ringwood,850000,2017,9,,Q3,,
4973,VIC,,Ringwood East,887500,2017,9,,Q3,,
4976,VIC,,Ringwood North,985000,2017,9,,Q3,,
4979,VIC,,Rippleside,567500,2017,9,,Q3,,
4982,VIC,,Robinvale,200000,2017,9,,Q3,,
4985,VIC,,Rochester,189000,2017,9,,Q3,,
4988,VIC,,Rockbank,455000,2017,9,,Q3,,
4991,VIC,,Romsey,435000,2017,9,,Q3,,
4994,VIC,,Rosanna,1136000,2017,9,,Q3,,
4997,VIC,,Rosebud,529500,2017,9,,Q3,,
5000,VIC,,Rosebud South,650000,2017,9,,Q3,,
5003,VIC,,Rosedale,245000,2017,9,,Q3,,
5006,VIC,,Rowville,867000,2017,9,,Q3,,
5009,VIC,,Roxburgh Park,512500,2017,9,,Q3,,
5012,VIC,,Rupanyup,69500,2017,9,,Q3,,
5015,VIC,,Rushworth,210000,2017,9,,Q3,,
5018,VIC,,Rutherglen,266500,2017,9,,Q3,,
5021,VIC,,Rye,650000,2017,9,,Q3,,
5024,VIC,,Safety Beach,765000,2017,9,,Q3,,
5027,VIC,,Sailors Gully,255000,2017,9,,Q3,,
5030,VIC,,Sale,297800,2017,9,,Q3,,
5033,VIC,,San Remo,457500,2017,9,,Q3,,
5036,VIC,,Sanctuary Lakes,639500,2017,9,,Q3,,
5039,VIC,,Sandhurst,761000,2017,9,,Q3,,
5042,VIC,,Sandringham,1725000,2017,9,,Q3,,
5045,VIC,,Sandy Point,475000,2017,9,,Q3,,
5048,VIC,,Sassafras,610000,2017,9,,Q3,,
5051,VIC,,Sawmill Settlement,270000,2017,9,,Q3,,
5054,VIC,,Scoresby,910500,2017,9,,Q3,,
5057,VIC,,Sea Lake,25300,2017,9,,Q3,,
5060,VIC,,Seabrook,685000,2017,9,,Q3,,
5063,VIC,,Seaford,693300,2017,9,,Q3,,
5066,VIC,,Seaholme,1146100,2017,9,,Q3,,
5069,VIC,,Sebastopol,265000,2017,9,,Q3,,
5072,VIC,,Seddon,945000,2017,9,,Q3,,
5075,VIC,,Selby,674500,2017,9,,Q3,,
5078,VIC,,Seville,631300,2017,9,,Q3,,
5081,VIC,,Seville East,493100,2017,9,,Q3,,
5084,VIC,,Seymour,269500,2017,9,,Q3,,
5087,VIC,,Shepparton,250000,2017,9,,Q3,,
5090,VIC,,Shepparton North,277000,2017,9,,Q3,,
5093,VIC,,Shoreham,695000,2017,9,,Q3,,
5096,VIC,,Silverleaves,415000,2017,9,,Q3,,
5099,VIC,,Skenes Creek,630000,2017,9,,Q3,,
5102,VIC,,Skipton,202500,2017,9,,Q3,,
5105,VIC,,Skye,591800,2017,9,,Q3,,
5108,VIC,,Smiths Beach,430300,2017,9,,Q3,,
5111,VIC,,Soldiers Hill,422500,2017,9,,Q3,,
5114,VIC,,Somers,803000,2017,9,,Q3,,
5117,VIC,,Somerville,585000,2017,9,,Q3,,
5120,VIC,,Sorrento,1165000,2017,9,,Q3,,
5123,VIC,,South Dudley,228000,2017,9,,Q3,,
5126,VIC,,South Geelong,640500,2017,9,,Q3,,
5129,VIC,,South Kingsville,1009000,2017,9,,Q3,,
5132,VIC,,South Melbourne,1450000,2017,9,,Q3,,
5135,VIC,,South Morang,597000,2017,9,,Q3,,
5138,VIC,,South Yarra,1600000,2017,9,,Q3,,
5141,VIC,,Spotswood,1100000,2017,9,,Q3,,
5144,VIC,,Spring Gully,397500,2017,9,,Q3,,
5147,VIC,,Springvale,760000,2017,9,,Q3,,
5150,VIC,,Springvale South,770500,2017,9,,Q3,,
5153,VIC,,St Albans,626000,2017,9,,Q3,,
5156,VIC,,St Albans Park,377000,2017,9,,Q3,,
5159,VIC,,St Andrews Beach,682000,2017,9,,Q3,,
5162,VIC,,St Arnaud,157500,2017,9,,Q3,,
5165,VIC,,St Helena,890000,2017,9,,Q3,,
5168,VIC,,St Kilda,1499000,2017,9,,Q3,,
5171,VIC,,St Kilda East,1357500,2017,9,,Q3,,
5174,VIC,,St Kilda West,1750000,2017,9,,Q3,,
5177,VIC,,St Leonards,480000,2017,9,,Q3,,
5180,VIC,,Stanhope,195800,2017,9,,Q3,,
5183,VIC,,Stawell,189000,2017,9,,Q3,,
5186,VIC,,Stratford,262500,2017,9,,Q3,,
5189,VIC,,Strathdale,346500,2017,9,,Q3,,
5192,VIC,,Strathfieldsaye,476300,2017,9,,Q3,,
5195,VIC,,Strathmore,1223500,2017,9,,Q3,,
5198,VIC,,Strathmore Heights,780000,2017,9,,Q3,,
5201,VIC,,Studfield,1060000,2017,9,,Q3,,
5204,VIC,,Sunbury,510000,2017,9,,Q3,,
5207,VIC,,Sunderland Bay,345000,2017,9,,Q3,,
5210,VIC,,Sunnycliffs,231000,2017,9,,Q3,,
5213,VIC,,Sunset Strip,345000,2017,9,,Q3,,
5216,VIC,,Sunshine,716000,2017,9,,Q3,,
5219,VIC,,Sunshine North,650000,2017,9,,Q3,,
5222,VIC,,Sunshine West,635000,2017,9,,Q3,,
5225,VIC,,Surf Beach,452500,2017,9,,Q3,,
5228,VIC,,Surrey Hills,1815000,2017,9,,Q3,,
5231,VIC,,Swan Hill,240000,2017,9,,Q3,,
5234,VIC,,Sydenham,586000,2017,9,,Q3,,
5237,VIC,,Syndal,1770000,2017,9,,Q3,,
5240,VIC,,Tallangatta,330000,2017,9,,Q3,,
5243,VIC,,Tarneit,525000,2017,9,,Q3,,
5246,VIC,,Tatura,218000,2017,9,,Q3,,
5249,VIC,,Tawonga South,218500,2017,9,,Q3,,
5252,VIC,,Taylors Hill,675000,2017,9,,Q3,,
5255,VIC,,Taylors Lakes,704500,2017,9,,Q3,,
5258,VIC,,Tecoma,632500,2017,9,,Q3,,
5261,VIC,,Templestowe,1401800,2017,9,,Q3,,
5264,VIC,,Templestowe Lower,1350000,2017,9,,Q3,,
5267,VIC,,Terang,225000,2017,9,,Q3,,
5270,VIC,,The Basin,610000,2017,9,,Q3,,
5273,VIC,,The Patch,592500,2017,9,,Q3,,
5276,VIC,,Thomastown,631000,2017,9,,Q3,,
5279,VIC,,Thomson (Geelong),375000,2017,9,,Q3,,
5282,VIC,,Thornbury,1200000,2017,9,,Q3,,
5285,VIC,,Timboon,265000,2017,9,,Q3,,
5288,VIC,,Tongala,195500,2017,9,,Q3,,
5291,VIC,,Toongabbie,230000,2017,9,,Q3,,
5294,VIC,,Tooradin,560000,2017,9,,Q3,,
5297,VIC,,Toorak,4500000,2017,9,,Q3,,
5300,VIC,,Tootgarook,637000,2017,9,,Q3,,
5303,VIC,,Torquay,740500,2017,9,,Q3,,
5306,VIC,,Trafalgar,323500,2017,9,,Q3,,
5309,VIC,,Traralgon,284500,2017,9,,Q3,,
5312,VIC,,Traralgon East,450000,2017,9,,Q3,,
5315,VIC,,Trentham,642500,2017,9,,Q3,,
5318,VIC,,Truganina,523000,2017,9,,Q3,,
5321,VIC,,Tullamarine,650000,2017,9,,Q3,,
5324,VIC,,Tungamah,177500,2017,9,,Q3,,
5327,VIC,,Tyabb,530000,2017,9,,Q3,,
5330,VIC,,Upper Ferntree Gully,675000,2017,9,,Q3,,
5333,VIC,,Upwey,685000,2017,9,,Q3,,
5336,VIC,,Ventnor,460000,2017,9,,Q3,,
5339,VIC,,Venus Bay,246000,2017,9,,Q3,,
5342,VIC,,Vermont,1025000,2017,9,,Q3,,
5345,VIC,,Vermont South,1138000,2017,9,,Q3,,
5348,VIC,,Viewbank,1150000,2017,9,,Q3,,
5351,VIC,,Violet Town,182500,2017,9,,Q3,,
5354,VIC,,Wahgunyah,270000,2017,9,,Q3,,
