SchoolCode,SchoolName,SchoolType,Suburb,StateCode,Postcode,Longitude,Latitude,SchoolAddress,SchoolID
"1","Alberton Primary School","Primary","Alberton","VIC","3971",146.666601,-38.617713,"21 Thomson Street",1222
"1002","Sunbury Primary School","Primary","Sunbury","VIC","3429",144.728144,-37.597687,"41 The Heights",1227
"1003","Westbourne Grammar School","Primary","Newport","VIC","3015",144.894928,-37.850191,"67 The Strand",1232
"1003","Diamond Creek Primary School","Primary","Diamond Creek","VIC","3089",145.1516539,-37.67184929,"17 Clyde Street",1233
"1004","Hesket Primary School","Primary","Hesket","VIC","3442",144.6197775,-37.34780909,"800 Romsey Road",1237
"1008","Axedale Primary School","Primary","Axedale","VIC","3551",144.50146,-36.786228,"81 High Street",1244
"1013","St Brigid's School","Primary","Healesville","VIC","3777",145.5157966,-37.65867854,"1 High Street",1251
"1015","St James School","Primary","Nar Nar Goon","VIC","3812",145.5731875,-38.07303246,"60 Nar Nar Goon Road",1255
"1022","Vermont Primary School","Primary","Vermont","VIC","3133",145.194176,-37.837658,"4-10 Nurlendi Road",1271
"1023","Tarnagulla Primary School","Primary","Tarnagulla","VIC","3551",143.828403,-36.771263,"51 Stanley Street",1273
"1024","St Mary's School","Primary","Malvern East","VIC","3145",145.052923,-37.873016,"91 Manning Road",1274
"1026","Balwyn Primary School","Primary","Balwyn","VIC","3103",145.081524,-37.813944,"86B Balwyn Road",1278
"1028","Scoresby Primary School","Primary","Scoresby","VIC","3179",145.227501,-37.89395,"11 Ingrid Street",1281
"1030","Carisbrook Primary School","Primary","Carisbrook","VIC","3464",143.812657,-37.052061,"2 Camp Street",1284
"1033","Wandin Yallock Primary School","Primary","Wandin North","VIC","3139",145.4364086,-37.79035398,"105 Beenak Road",1287
"1033","Holy Rosary School","Primary","Kensington","VIC","3031",144.92878,-37.795584,"37 Gower Street",1288
"1034","Yering Primary School","Primary","Yering","VIC","3770",145.3822185,-37.7053494,"22-24 Melba Highway",1290
"1035","Dartmoor Primary School","Primary","Dartmoor","VIC","3304",141.276732,-37.923017,"76 Greenham Street",1292
"1036","St Aloysius' School","Primary","Queenscliff","VIC","3225",144.6553031,-38.26868368,"34 Stevens Street",1294
"104","St Patrick's School","Primary","Wangaratta","VIC","3677",146.32195,-36.356163,"Ovens Street",1297
"1041","St Anthony's School","Primary","Alphington","VIC","3078",145.020362,-37.780069,"52 Austin Street",1300
"1045","St Joseph's School","Primary","Malvern","VIC","3144",145.031163,-37.858069,"49 Stanhope Street",1309
"105","Cudgee Primary School","Primary","Cudgee","VIC","3265",142.650844,-38.347938,"3 Hallowells Road",1314
"1051","Mickleham Primary School","Primary","Mickleham","VIC","3064",144.877199,-37.563336,"1880 Mickleham Road",1317
"1052","Inglewood Primary School","Primary","Inglewood","VIC","3517",143.870446,-36.573945,"77 Sullivan Street",1319
"1054","Chewton Primary School","Primary","Chewton","VIC","3451",144.261164,-37.082327,"1 Hunter Street",1321
"1058","St Mary's School","Primary","Yarram","VIC","3971",146.675973,-38.556897,"5 Buckley Street",1327
"1067","Holy Rosary School","Primary","White Hills","VIC","3550",144.310571,-36.724874,"556 Napier Street",1345
"107","St Mary's School","Primary","St Kilda East","VIC","3183",144.997592,-37.859021,"214 Dandenong Road",1348
"1070","Bolinda Primary School","Primary","Bolinda","VIC","3432",144.7454039,-37.43373498,"1 Mullalys Road",1350
"1070","St Columba's School","Primary","Elwood","VIC","3184",144.981123,-37.88253,"24 Glenhuntly Road",1351
"1072","Napoleons Primary School","Primary","Napoleons","VIC","3352",143.826459,-37.67862938,"4721 Colac-Ballarat Road",1355
"1072","Our Lady of the Rosary","Primary","Kyneton","VIC","3444",144.4621207,-37.25051173,"43-47 Edgecombe Street",1356
"1075","Kew Primary School","Primary","Kew","VIC","3101",145.033156,-37.80463,"Peel Street",1358
"1076","Haddon Primary School","Primary","Haddon","VIC","3351",143.7217144,-37.58863962,"398 Sago Hill Road",1360
"1079","Panmure Primary School","Primary","Panmure","VIC","3265",142.732528,-38.32935021,"8759 Princes Highway",1364
"1081","Dargo Primary School","Primary","Dargo","VIC","3862",147.249612,-37.459165,"137 Lind Avenue",1367
"1084","St Mary's School","Primary","Swan Hill","VIC","3585",143.5455991,-35.32846453,"2 Murlong Street",1370
"1090","Sorrento Primary School","Primary","Sorrento","VIC","3943",144.740919,-38.341789,"32 Kerferd Avenue",1375
"1091","Alfredton Primary School","Primary","Alfredton","VIC","3350",143.8017398,-37.55496802,"89A Cuthberts Road",1378
"1097","St Mary's School","Primary","Hastings","VIC","3915",145.1916974,-38.30344093,"69 Marine Parade",1381
"1097","Bridgewater Primary School","Primary","Bridgewater On Loddon","VIC","3516",143.945917,-36.603101,"34 - 44 Eldon Street",1382
"1098","Hastings Primary School","Primary","Hastings","VIC","3915",145.189121,-38.299463,"10 - 20 Hodgins Road",1385
"1099","St Brendan's School","Primary","Coragulac","VIC","3249",143.518801,-38.270651,"727 Corangamite Lake Road",1388
"1101","Our Lady of the Immaculate Conception School","Primary","Sunshine","VIC","3020",144.835562,-37.78945,"32 Station Place",1390
"1103","Yackandandah Primary School","Primary","Yackandandah","VIC","3749",146.836458,-36.312095,"39 High Street",1392
"1104","Nagambie Primary School","Primary","Nagambie","VIC","3608",145.157226,-36.787589,"31 Goulburn Street",1394
"1108","Heyfield Primary School","Primary","Heyfield","VIC","3858",146.784936,-37.982114,"22 Temple Street",1396
"1108","St Mary's School","Primary","Thornbury","VIC","3071",145.001658,-37.75684,"2 Mansfield Street",1397
"1109","St John's School","Primary","Dennington","VIC","3280",142.446138,-38.3515,"263 Russell Street",1399
"1111","Moorabbin Primary School","Primary","Moorabbin","VIC","3189",145.039171,-37.942362,"61 Worthing Road",1403
"1112","Mansfield Primary School","Primary","Mansfield","VIC","3722",146.085062,-37.055507,"4 Apollo Street",1406
"1115","Middle Indigo Primary School","Primary","Indigo Valley","VIC","3688",146.72484,-36.156013,"710 Indigo Creek Road",1408
"1117","Briagolong Primary School","Primary","Briagolong","VIC","3860",147.067843,-37.842801,"2 Church Street",1412
"1120","Lindenow Primary School","Primary","Lindenow","VIC","3865",147.453266,-37.800879,"140 Henry Street",1417
"1125","Broadford Primary School","Primary","Broadford","VIC","3658",145.046301,-37.20257,"17-23 Powlett Street",1427
"1126","Murchison Primary School","Primary","Murchison","VIC","3610",145.214287,-36.61718,"8-10 Impey Street",1428
"113","St Brendan's School","Primary","Flemington","VIC","3031",144.931728,-37.784696,"103 Wellington Street",1431
"113","Newport Lakes Primary School","Primary","Newport","VIC","3015",144.878345,-37.838424,"Elizabeth Street",1432
"1130","St Aloysius' School","Primary","Caulfield","VIC","3161",145.025531,-37.87345,"Cromwell Street",1435
"1134","Panton Hill Primary School","Primary","Panton Hill","VIC","3759",145.2395564,-37.64160566,"585 Kangaroo Grd-St Andrews Rd",1443
"1134","St Joan of Arc School","Primary","Brighton","VIC","3186",144.994149,-37.92011,"30 Dendy Street",1444
"1135","Glen Park Primary School","Primary","Glen Park","VIC","3352",143.934795,-37.524779,"265 Ralstons Road",1447
"1136","Concongella Primary School","Primary","Concongella","VIC","3384",142.822316,-37.049558,"61 Concongella School Road",1450
"1136","St John's School","Primary","Euroa","VIC","3666",145.569867,-36.75337,"37 Anderson Street",1452
"1141","Bruthen Primary School","Primary","Bruthen","VIC","3885",147.833492,-37.704214,"31 Great Alpine Road",1461
"1142","Swan Hill Primary School","Primary","Swan Hill","VIC","3585",143.54325,-35.346911,"123 Gray Street",1463
"1144","Porepunkah Primary School","Primary","Porepunkah","VIC","3740",146.911022,-36.699486,"2 Martley Street",1466
"1146","Leopold Primary School","Primary","Leopold","VIC","3224",144.464536,-38.18689,"1 Kensington Road",1470
"1146","St John's School","Primary","Footscray","VIC","3011",144.885221,-37.795825,"34 Essex Street",1471
"1147","Inverleigh Primary School","Primary","Inverleigh","VIC","3321",144.0546877,-38.10094228,"54 High Street",1473
"1148","Glen Iris Primary School","Primary","Glen Iris","VIC","3146",145.065883,-37.860436,"170 Glen Iris Road",1476
"1150","Trawalla Primary School","Primary","Trawalla","VIC","3373",143.469859,-37.437731,"11 Trawalla Road",1479
"1152","St Joseph's School","Primary","Cobram","VIC","3644",145.653746,-35.917069,"Broadway Street",1482
"116","Cavendish Primary School","Primary","Cavendish","VIC","3314",142.039893,-37.53087,"8-10 Barker Street",1488
"1164","Mary Immaculate School","Primary","Ivanhoe","VIC","3079",145.038756,-37.771941,"9 Rockbeare Grove",1494
"1165","Quarry Hill Primary School","Primary","Quarry Hill","VIC","3550",144.280277,-36.77507,"25 Peel Street",1497
"1167","Sebastopol Primary School","Primary","Sebastopol","VIC","3356",143.844719,-37.59643401,"9 Warreen Street",1502
"117","Colac Primary School","Primary","Colac","VIC","3250",143.598336,-38.337224,"53-65 Murray Street East",1506
"1173","St Joseph's School","Primary","Nagambie","VIC","3608",145.154053,-36.78161,"367 High Street",1510
"1176","Our Lady of Lourdes School","Primary","Prahran East","VIC","3181",145.009457,-37.852457,"7 Wynnstay Road",1516
"1176","Woodside Primary School","Primary","Woodside","VIC","3874",146.87668,-38.526681,"41 Beach Road",1517
"1177","St Joseph's School","Primary","Orbost","VIC","3888",148.455631,-37.709168,"4-8 Raymond Street",1520
"1178","Noorat Primary School","Primary","Noorat","VIC","3265",142.928735,-38.190751,"Mackinnon'S Bridge Road",1523
"1181","Albert Park Primary School","Primary","Albert Park","VIC","3206",144.952395,-37.841787,"Bridport Street",1526
"1183","Williamstown Primary School","Primary","Williamstown","VIC","3016",144.899736,-37.863809,"Cecil Street",1531
"1184","Boneo Primary School","Primary","Boneo","VIC","3939",144.886977,-38.412073,"582 Boneo Road",1533
"1188","St Mary's School","Primary","Myrtleford","VIC","3737",146.7269257,-36.55357176,"43 O'Donnell Avenue",1540
"119","Castlemaine Primary School","Primary","Castlemaine","VIC","3450",144.222329,-37.066595,"Cnr Mostyn & Urquhart Street",1545
"1190","Queenscliff Primary School","Primary","Queenscliff","VIC","3225",144.656211,-38.267224,"Cnr Stokes & Stevens Street",1547
"1193","St Therese's School","Primary","Essendon","VIC","3040",144.910309,-37.751111,"25-31 Edward Street",1552
"1194","Portland North Primary School","Primary","Portland North","VIC","3305",141.572331,-38.317639,"42 School Road",1554
"1196","Sacred Heart School","Primary","Yea","VIC","3717",145.424612,-37.21454695,"5 The Parade",1558
"12","Warrandyte Primary School","Primary","Warrandyte","VIC","3113",145.21398,-37.742675,"5-11 Forbes Street",1563
"120","Campbells Creek Primary School","Primary","Campbells Creek","VIC","3451",144.204662,-37.092935,"Main Road",1564
"1206","Our Lady of Good Counsel School","Primary","Deepdene","VIC","3103",145.06279,-37.811081,"52 Deepdene Road",1578
"1207","Timor Primary School","Primary","Timor","VIC","3465",143.711987,-36.984224,"395 Bet Bet Creek Road",1581
"1208","Apsley Primary School","Primary","Apsley","VIC","3319",141.082487,-36.973706,"Laidlaw Street",1582
"1211","Strathfieldsaye Primary School","Primary","Strathfieldsaye","VIC","3551",144.352731,-36.804386,"9 Uxbridge Street",1588
"1212","St Kevin's School","Primary","Ormond","VIC","3204",145.038799,-37.904399,"Glen Orme Avenue",1589
"1217","St Joseph's School","Primary","Chelsea","VIC","3196",145.118591,-38.055435,"362 Station Street",1594
"122","Creswick Primary School","Primary","Creswick","VIC","3363",143.8915581,-37.42411355,"67 Napier Street",1599
"1221","St Finbar's School","Primary","Brighton East","VIC","3187",145.017464,-37.916284,"90 Centre Road",1601
"1222","Skye Primary School","Primary","Skye","VIC","3977",145.201245,-38.117707,"395 Ballarto Road",1603
"1225","Tooborac Primary School","Primary","Tooborac","VIC","3522",144.798145,-37.039779,"5185 Northern Highway",1607
"1229","St Dominic's School","Primary","Camberwell East","VIC","3124",145.083836,-37.838918,"145 Highfield Road",1615
"123","California Gully Primary School","Primary","California Gully","VIC","3556",144.249857,-36.733207,"4-14 Staley Street",1616
"1231","Lucknow Primary School","Primary","Bairnsdale","VIC","3875",147.630748,-37.812667,"Balmoral Crescent",1619
"1231","St Mary's School","Primary","Hampton","VIC","3188",145.000898,-37.933052,"59 Holyrood Street",1621
"1244","Upper Plenty Primary School","Primary","Upper Plenty","VIC","3756",145.057874,-37.423711,"10 Clarkes Road",1631
"1252","Holy Rosary School","Primary","Heathcote","VIC","3523",144.701109,-36.917678,"18 Pohlman Street",1642
"1252","Carlton North Primary School","Primary","Carlton North","VIC","3054",144.973028,-37.791064,"60 Lee Street",1643
"1253","St Mary's School","Primary","Cohuna","VIC","3568",144.218544,-35.808233,"45-49 King Edward Street",1645
"1254","Maldon Primary School","Primary","Maldon","VIC","3463",144.065814,-36.995039,"109 High Street",1647
"1259","Woori Yallock Primary School","Primary","Woori Yallock","VIC","3139",145.5326881,-37.77737209,"1360 Healesville Road",1656
"1260","St Joseph's School","Primary","Crib Point","VIC","3919",145.202806,-38.361465,"17 Martin Street",1658
"1263","Moyston Primary School","Primary","Moyston","VIC","3377",142.76785,-37.301664,"1349 Ararat-Halls Gap Road",1661
"1265","St Fidelis' School","Primary","Moreland","VIC","3058",144.951561,-37.74984,"52 Saunders Street",1662
"1270","Buninyong Primary School","Primary","Buninyong","VIC","3357",143.8857746,-37.65410344,"202 Simpson Street",1667
"1272","St Francis Xavier's School","Primary","Box Hill","VIC","3128",145.131493,-37.818494,"1087 Whitehorse Road",1670
"1273","St Mary's School","Primary","Altona","VIC","3018",144.828375,-37.866658,"95A Railway Street",1672
"1273","Marysville Primary School","Primary","Marysville","VIC","3779",145.748939,-37.511982,"15 Falls Road",1673
"1275","Our Lady Help of Christians School","Primary","Eltham","VIC","3095",145.147912,-37.716123,"1-13 Henry Street",1676
"1275","Langley Primary School","Primary","Langley","VIC","3444",144.489657,-37.17118,"Crn Kyneton/Heathcote & Parsells Rd",1679
"1277","Our Lady of the Sacred Heart School","Primary","Merbein","VIC","3505",142.053086,-34.166857,"18 Box Street",1681
"1277","Wandong Primary School","Primary","Wandong","VIC","3758",145.027861,-37.360304,"Rail Street",1683
"128","St Andrews Primary School","Primary","St Andrews","VIC","3761",145.269827,-37.602316,"Caledonia Street",1686
"1280","St Francis Xavier School","Primary","Frankston","VIC","3199",145.1262013,-38.14879945,"8 Park Street",1687
"1282","Cowes Primary School","Primary","Cowes","VIC","3922",145.241315,-38.456278,"177 Settlement Road",1688
"1288","Bullarto Primary School","Primary","Bullarto","VIC","3461",144.218221,-37.405379,"131 Bullarto South Road",1693
"1289","St Gabriel's School","Primary","Reservoir","VIC","3073",145.005121,-37.718019,"237 Spring Street",1695
"1291","St Paul's School","Primary","Bentleigh","VIC","3204",145.041466,-37.922826,"122 Jasper Road",1698
"1292","St Joseph's School","Primary","Black Rock","VIC","3193",145.023164,-37.975915,"544 Balcombe Road",1701
"1293","Lismore Primary School","Primary","Lismore","VIC","3324",143.3392983,-37.95459656,"77 William Street",1704
"1295","Lower Plenty Primary School","Primary","Lower Plenty","VIC","3093",145.115498,-37.726172,"126-146 Main Road",1707
"1301","St Patrick's School","Primary","Stratford","VIC","3862",147.077678,-37.96726,"2 Merrick Street",1716
"1309","St Joseph's School","Primary","Trafalgar","VIC","3824",146.152194,-38.20721,"58 Waterloo Road",1724
"1310","St Patrick's School","Primary","Murrumbeena","VIC","3163",145.065265,-37.901775,"3 Dalny Road",1727
"1311","St Roch's School","Primary","Glen Iris","VIC","3146",145.052313,-37.857364,"Glenvale Road",1729
"1312","Holy Eucharist School","Primary","Malvern East","VIC","3145",145.069593,-37.884254,"1241 Dandenong Road",1730
"1316","Specimen Hill Primary School","Primary","Golden Square","VIC","3555",144.248897,-36.762065,"Inglewood Street",1733
"132","St Augustine's School","Primary","Maryborough","VIC","3465",143.736798,-37.051831,"58 Burke Street",1739
"1324","Bolwarra Primary School","Primary","Bolwarra","VIC","3305",141.613797,-38.281613,"249 Princes Highway",1745
"1328","St Anne's School","Primary","Kew East","VIC","3102",145.049813,-37.79538,"7-19 Beresford Street",1748
"1330","Navarre Primary School","Primary","Navarre","VIC","3384",143.111337,-36.900737,"High Street",1750
"1334","Warracknabeal Primary School","Primary","Warracknabeal","VIC","3393",142.391263,-36.257875,"5 Werrigar Street",1753
"1335","Moyhu Primary School","Primary","Moyhu","VIC","3732",146.383087,-36.593173,"2799 Wangaratta-Whitfield Road",1755
"1342","Our Lady of Perpetual Help School","Primary","Ringwood","VIC","3134",145.232182,-37.816423,"2 Wilana Street",1760
"1343","St Francis Xavier's School","Primary","Montmorency","VIC","3094",145.1265613,-37.71600768,"90 Mayona Road",1761
"1347","St Joseph's School","Primary","Sorrento","VIC","3943",144.741801,-38.340472,"Constitution Hill Road",1765
"1347","Natte Yallock Primary School","Primary","Natte Yallock","VIC","3465",143.468003,-36.942129,"10 School Road",1768
"1354","St Cecilia's School","Primary","Glen Iris","VIC","3146",145.064602,-37.850094,"4 Van Ness Avenue",1773
"1360","Clifton Hill Primary School","Primary","Clifton Hill","VIC","3068",144.989245,-37.792308,"185 Gold St",1778
"1362","Christmas Hills Primary School","Primary","Christmas Hills","VIC","3775",145.3041635,-37.65393692,"1409 Eltham-Yarra Glen Road",1782
"1365","Tallangatta Primary School","Primary","Tallangatta","VIC","3700",147.1741969,-36.21479715,"1 Wonga Grove",1785
"1366","Kialla Central Primary School","Primary","Kialla","VIC","3631",145.431154,-36.452703,"128 Central Kialla Road",1786
"1368","St Joseph's School","Primary","Elsternwick","VIC","3185",145.005287,-37.88251,"28 Sandham Street",1788
"1368","Mount Eliza Primary School","Primary","Mount Eliza","VIC","3930",145.09203,-38.195467,"Wooralla Drive",1789
"1369","San Remo Primary School","Primary","San Remo","VIC","3925",145.369453,-38.523852,"22 Bergin Grove",1791
"1372","Dimboola Primary School","Primary","Dimboola","VIC","3414",142.030403,-36.453364,"Hindmarsh Street",1794
"1373","St Joseph's School","Primary","Red Cliffs","VIC","3496",142.187959,-34.30235,"17 Fitzroy Avenue",1796
"1373","Whorouly Primary School","Primary","Whorouly","VIC","3735",146.586653,-36.505442,"18 Church Street",1797
"1379","Merrijig Primary School","Primary","Merrijig","VIC","3723",146.25688,-37.102798,"1820 Mount Buller Road",1803
"1383","St Peter's School","Primary","Epping","VIC","3076",145.027548,-37.650542,"32 Wedge Street",1808
"1386","Lethbridge Primary School","Primary","Lethbridge","VIC","3332",144.134564,-37.969062,"2 Stephenson Street",1810
"139","St Mary's School","Primary","Bairnsdale","VIC","3875",147.5856286,-37.84139544,"5 Hope Avenue",1816
"1393","Sacred Heart School","Primary","Oakleigh","VIC","3166",145.086915,-37.901835,"2 Mora Avenue",1820
"1398","St Mark's School","Primary","Fawkner","VIC","3060",144.963618,-37.716278,"118 Argyle Street",1825
"1399","Oxley Primary School","Primary","Oxley","VIC","3678",146.360637,-36.441561,"1050 Wangaratta-Whitfield Road",1827
"140","St Aloysius' School","Primary","Redan","VIC","3350",143.837673,-37.578109,"800 Ripon Street South",1828
"1401","Northcote Primary School","Primary","Northcote","VIC","3070",144.99688,-37.771758,"33 Helen Street",1830
"1402","North Melbourne Primary School","Primary","North Melbourne","VIC","3051",144.950779,-37.798613,"210 Errol Street",1832
"1403","Dandenong Primary School","Primary","Dandenong","VIC","3175",145.219821,-37.987917,"174-182 Foster Street",1833
"1406","St John the Baptist School","Primary","Ferntree Gully","VIC","3156",145.295174,-37.887382,"17 Forest Road",1837
"1407","St John's School","Primary","Mitcham","VIC","3132",145.190401,-37.817445,"490 Whitehorse Road",1838
"1408","St Mary's School","Primary","Mooroopna","VIC","3629",145.35422,-36.39605,"121-143 Mclennan Street",1840
"1408","Malmsbury Primary School","Primary","Malmsbury","VIC","3446",144.3869427,-37.187315,"28 Cameron Street",1841
"1409","Williamstown North Primary School","Primary","Williamstown","VIC","3016",144.891757,-37.855902,"133 Melbourne Road",1843
"1410","Kerang Primary School","Primary","Kerang","VIC","3579",143.921138,-35.731693,"75 - 79 Victoria Street",1844
"1412","St Raphael's School","Primary","Preston West","VIC","3072",144.992623,-37.734098,"Cooper Street",1846
"1416","St John the Baptist's School","Primary","Koo Wee Rup","VIC","3981",145.485268,-38.197464,"Station Street",1853
"1417","Drouin West Primary School","Primary","Drouin West","VIC","3818",145.871719,-38.087115,"535 Main Neerim Road",1855
"1420","Meredith Primary School","Primary","Meredith","VIC","3333",144.0778091,-37.84271017,"5 Wallace Street",1858
"1422","Edi Upper Primary School","Primary","Edi Upper","VIC","3678",146.448811,-36.706471,"832 Edi-Cheshunt Road",1861
"1422","St Vincent de Paul's School","Primary","Strathmore","VIC","3041",144.92413,-37.742142,"92 - 114 Woodland Street",1862
"1428","Eaglehawk North Primary School","Primary","Eaglehawk","VIC","3556",144.237274,-36.706762,"1-9 Bendigo-Pyramid Road",1872
"1429","St Joseph's School","Primary","Springvale","VIC","3171",145.150344,-37.953229,"33 St John'S Avenue",1873
"1432","Mooroopna Primary School","Primary","Mooroopna","VIC","3629",145.360292,-36.391363,"16-18 O'Brien Street",1877
"1434","Cairnlea Park Primary School","Primary","Cairnlea","VIC","3023",144.787257,-37.757556,"49 Carmody Drive",1881
"1435","Ballan Primary School","Primary","Ballan","VIC","3342",144.2311016,-37.60168009,"8-14 Duncan Street",1883
"1436","Mount Pleasant Primary School","Primary","Ballarat","VIC","3350",143.8581493,-37.5779428,"401 Cobden Street",1884
"1438","Holy Name School","Primary","Preston East","VIC","3073",145.018574,-37.730261,"12 Robb Street",1885
"1441","Tatura Primary School","Primary","Tatura","VIC","3616",145.229923,-36.444966,"28-40 Albert Street",1886
"1455","Toolamba Primary School","Primary","Toolamba","VIC","3614",145.344182,-36.490521,"69-77 Wren Street",1896
"1458","Harston Primary School","Primary","Tatura","VIC","3616",145.141754,-36.469859,"155 Harston Road",1898
"1459","St Bernard's School","Primary","Coburg East","VIC","3058",144.972708,-37.747422,"36 Patterson Street",1899
"1461","St Benedict's School","Primary","Burwood","VIC","3125",145.0973996,-37.84949599,"3-9 Central Avenue",1902
"1463","Osbornes Flat Primary School","Primary","Osbornes Flat","VIC","3691",146.892571,-36.31716,"354 Osbornes Flat Road",1904
"1464","Frankston Primary School","Primary","Frankston","VIC","3199",145.1240309,-38.14755735,"Davey Street",1906
"1465","St Oliver Plunkett's School","Primary","Pascoe Vale","VIC","3044",144.941855,-37.730886,"1-39 Landells Road",1908
"1465","Donald Primary School","Primary","Donald","VIC","3480",142.984628,-36.367208,"Walker Street",1909
"1466","Corpus Christi School","Primary","Kingsville","VIC","3012",144.872915,-37.808532,"380 Geelong Road",1911
"1470","St Robert's School","Primary","Newtown","VIC","3220",144.343009,-38.15641,"13 Nicholas Street",1915
"1476","Beveridge Primary School","Primary","Beveridge","VIC","3753",144.977755,-37.472062,"Arrowsmith Street",1923
"1477","St Michael's School","Primary","Ashburton","VIC","3147",145.082484,-37.864128,"268 High Street",1925
"1479","St Kilda Primary School","Primary","St Kilda","VIC","3182",144.989019,-37.870223,"2B Brighton Road",1927
"148","St Joseph's School","Primary","Hawthorn","VIC","3122",145.034315,-37.826461,"571 Glenferrie Road",1929
"1480","St Mary's School","Primary","Clarkes Hill","VIC","3352",143.988696,-37.500399,"131 Powells Road",1930
"1482","St Bede's School","Primary","Balwyn North","VIC","3104",145.070901,-37.793523,"2 Marwal Avenue",1936
"1484","Cape Clear Primary School","Primary","Cape Clear","VIC","3351",143.6082053,-37.79195536,"1539 Scarsdale-Pitfield Road",1939
"1485","Warburton Primary School","Primary","Warburton","VIC","3799",145.7017044,-37.75580451,"16 Horners Road",1944
"1488","Tallarook Primary School","Primary","Tallarook","VIC","3659",145.10067,-37.096764,"52 Main Road",1948
"1488","St Patrick's School","Primary","Nhill","VIC","3418",141.64304,-36.335412,"29 Leahy Street",1951
"1489","St Margaret's School","Primary","Geelong East","VIC","3219",144.373926,-38.164624,"83 St Albans Road",1954
"1489","Barnawartha Primary School","Primary","Barnawartha","VIC","3688",146.675889,-36.101309,"11-17 Stanely Street",1955
"1490","Fitzroy North Primary School","Primary","Fitzroy North","VIC","3068",144.984149,-37.78502,"Fergie Street",1959
"1492","Ashby Primary School","Primary","Geelong West","VIC","3218",144.347375,-38.138701,"2 Lawton Avenue",1962
"1493","St Kieran's School","Primary","Moe","VIC","3825",146.253555,-38.179369,"Lloyd Street",1963
"1494","Preston Primary School","Primary","Preston","VIC","3072",145.01031,-37.730548,"240 Tyler Street",1966
"1499","St Theresa's School","Primary","Albion","VIC","3020",144.820196,-37.782193,"16 Drummartin Street",1974
"1500","St Bernadette's School","Primary","Ivanhoe West","VIC","3079",145.034125,-37.763063,"53 Stanley Street",1975
"1501","St Colman's School","Primary","Mortlake","VIC","3272",142.8020236,-38.07993674,"46 Dunlop Street",1978
"1503","St Agnes' School","Primary","Highett","VIC","3190",145.031826,-37.946096,"Peterson Street",1980
"1503","Tooradin Primary School","Primary","Tooradin","VIC","3980",145.378493,-38.207631,"Bayview Road",1982
"1505","Our Lady of the Assumption School","Primary","Cheltenham","VIC","3192",145.059713,-37.965505,"9 Centre Dandenong Road",1984
"1508","Glenferrie Primary School","Primary","Hawthorn","VIC","3122",145.033857,-37.824042,"78 - 98 Manningtree Road",1989
"1508","Nunawading Christian College-Primary","Primary","Nunawading","VIC","3131",145.17005,-37.82192,"Laughlin Ave",1991
"1509","Sacred Heart School","Primary","Croydon","VIC","3136",145.272793,-37.79749,"35 Wicklow Avenue35 Wicklow Avenue",1992
"151","St Joseph's School","Primary","Northcote","VIC","3070",144.996721,-37.774621,"39 James Street",1993
"1510","St Malachy's School","Primary","Edenhope","VIC","3318",141.300045,-37.034028,"34 Lake Street",1994
"1512","St Mary's School","Primary","Alexandra","VIC","3714",145.713385,-37.191268,"Myrtle Street",1999
"1513","Resurrection House","Primary","Essendon","VIC","3040",144.905195,-37.756648,"6 Aberfeldie Street",2002
"1515","Elmore Primary School","Primary","Elmore","VIC","3558",144.608912,-36.497198,"36 Michie Street",2005
"1516","Holy Spirit School","Primary","Thornbury East","VIC","3071",145.01619,-37.760845,"197 Clarendon Street",2007
"152","Sacred Heart School","Primary","Preston","VIC","3072",145.003768,-37.744807,"1 Clifton Grove",2011
"1521","Sacred Heart School","Primary","St Albans","VIC","3021",144.800053,-37.73769,"Winifred Street",2014
"1522","St Thomas The Apostle School","Primary","Blackburn","VIC","3130",145.157434,-37.823247,"67 Central Road",2016
"1523","St Mary's School","Primary","Rushworth","VIC","3612",145.011203,-36.587795,"5-7 Southam Street",2017
"1524","St Michael's School","Primary","Heyfield","VIC","3858",146.7842665,-37.98075149,"Davis Street",2018
"1525","St Thomas Aquinas School","Primary","Norlane","VIC","3214",144.35882,-38.090171,"51 Plume Street",2019
"1526","St Pius X School","Primary","Heidelberg West","VIC","3081",145.04629,-37.746924,"431 Waterdale Road",2021
"1527","Dookie Primary School","Primary","Dookie","VIC","3646",145.682794,-36.331067,"Baldock Street",2024
"1527","St Margaret Mary's School","Primary","Spotswood","VIC","3015",144.877732,-37.829084,"181 Hudsons Road",2026
"1529","St Mary Magdalen's School","Primary","Chadstone","VIC","3148",145.101198,-37.879776,"20 Bolwarra Street",2030
"153","Sacred Heart School","Primary","Morwell","VIC","3840",146.4043244,-38.23943484,"4 Wilson Street",2031
"1530","St Anthony's School","Primary","Noble Park","VIC","3174",145.172427,-37.97171,"90 Buckley Street",2033
"1531","St Peter's School","Primary","Clayton","VIC","3168",145.121859,-37.92314,"16 Mary Street",2035
"1532","St Joseph's School","Primary","Hopetoun","VIC","3396",142.362192,-35.72393,"33 Lascelles Street",2037
"1534","St John Bosco's School","Primary","Niddrie","VIC","3042",144.889028,-37.743657,"6 Teague Street",2040
"1537","Holy Family School","Primary","Bell Park","VIC","3215",144.338334,-38.111101,"143-147 Separation Street",2043
"1538","Holy Spirit Parish School","Primary","Manifold Heights","VIC","3218",144.329964,-38.135809,"83 Minerva Road",2047
