SchoolCode,SchoolName,SchoolType,Suburb,StateCode,Postcode,Longitude,Latitude,SchoolAddress,SchoolID
"0046","Goondiwindi State School","Primary","Goondiwindi","QLD","4390",150.306236,-28.543231,"34 George Street",287
"0047","Gracemere State School","Primary","Gracemere","QLD","4702",150.453919,-23.435185,"O'Shanesy Street",288
"0049","Gympie Central State School","Primary","Gympie","QLD","4570",152.664619,-26.188654,"Lawrence Street",289
"0050","Gilston State School","Primary","Gilston","QLD","4211",153.310862,-28.03949,"588 Worongary Road",290
"0051","One Mile State School","Primary","Gympie","QLD","4570",152.675322,-26.19931,"John Street",291
"0052","Helidon State School","Primary","Helidon","QLD","4344",152.125747,-27.555069,"16 School Street",292
"0053","Highfields State School","Primary","Highfields","QLD","4352",151.955722,-27.462877,"10459 New England Highway",293
"0054","Geham State School","Primary","Geham","QLD","4352",151.99591,-27.406355,"9625 New England Highway",294
"0057","Bouldercombe State School","Primary","Bouldercombe","QLD","4702",150.471788,-23.564135,"52599 Burnett Highway",296
"0058","Gunalda State School","Primary","Gunalda","QLD","4570",152.560432,-25.992745,"King Street",297
"0059","Ipswich Central State School","Primary","Ipswich","QLD","4305",152.768337,-27.621743,"Griffith Road",298
"0060","Craigslea State School","Primary","Chermside West","QLD","4032",153.017253,-27.383789,"Hamilton Road",299
"0061","Ipswich North State School","Primary","North Ipswich","QLD","4305",152.763337,-27.601856,"Downs Street",300
"0062","Sunnybank State School","Primary","Sunnybank","QLD","4109",153.051486,-27.57569,"50 Eddington Street",301
"0063","Isisford State School","Primary","Isisford","QLD","4731",144.439537,-24.260267,"14 St Helena Street",302
"0064","Jondaryan State School","Primary","Jondaryan","QLD","4403",151.585812,-27.373065,"Scott Road",303
"0065","Biggera Waters State School","Primary","Biggera Waters","QLD","4216",153.397355,-27.927255,"Cnr Morala Avenue & Coombabah Road",304
"0067","Lakes Creek State School","Primary","Lakes Creek","QLD","4701",150.560058,-23.375945,"445 Paterson Street",305
"0068","Leyburn State School","Primary","Leyburn","QLD","4365",151.578371,-28.013244,"34 Peter Street",306
"0069","Logan Reserve State School","Primary","Logan Reserve","QLD","4133",153.114472,-27.714023,"369-379 School Road",307
"0070","Loganholme State School","Primary","Loganholme","QLD","4129",153.180642,-27.686306,"Wandilla Crescent",308
"0071","Mackay Central State School","Primary","Mackay","QLD","4740",149.181587,-21.145484,"Alfred Street",309
"0072","Maryborough Central State School","Primary","Maryborough","QLD","4650",152.69949,-25.535469,"471 Kent Street",310
"0073","Moggill State School","Primary","Moggill","QLD","4070",152.877617,-27.569261,"3417 Moggill Road",311
"0074","Osborne State School","Primary","Osborne","QLD","4806",147.346602,-19.700538,"Kirknie Road",312
"0075","Mount Perry State School","Primary","Mount Perry","QLD","4671",151.643167,-25.182325,"Annie Street",313
"0076","Murphy'S Creek State School","Primary","Murphys Creek","QLD","4352",152.051323,-27.458894,"49 Murphys Creek School Road",314
"0077","Nanango State School","Primary","Nanango","QLD","4615",152.005506,-26.671683,"39 Drayton Street",315
"0078","Sherwood State School","Primary","Sherwood","QLD","4075",152.983252,-27.531579,"464 Oxley Road",316
"0079","Oxley State School","Primary","Oxley","QLD","4075",152.980617,-27.564262,"Bannerman Street",317
"0080","Petrie Terrace State School","Primary","Paddington","QLD","4064",153.0096,-27.459915,"40 Moreton Street",318
"0081","Pimpama State School","Primary","Pimpama","QLD","4209",153.27857,-27.8171,"9 Hotham Creek Road North",319
"0084","Gabbinbar State School","Primary","Centenary Heights","QLD","4350",151.969248,-27.595978,"189 Stenner Street",320
"0086","Peak Crossing State School","Primary","Peak Crossing","QLD","4306",152.731243,-27.779813,"Ipswich-Boonah Road",321
"0088","Redbank Plains State School","Primary","Redbank Plains","QLD","4301",152.851911,-27.647923,"39-53 School Road",322
"0092","Rolleston State School","Primary","Rolleston","QLD","4702",148.624042,-24.46248,"16 Warrijo Street",323
"0094","Samford State School","Primary","Samford Village","QLD","4520",152.880758,-27.376571,"School Road",324
"0097","Dysart State School","Primary","Dysart","QLD","4745",148.34751,-22.587792,"Garnham Drive",325
"0099","Daisy Hill State School","Primary","Daisy Hill","QLD","4127",153.153424,-27.643208,"20-50 Daisy Hill Road",326
"0099","Daisy Hill State School","Primary","Daisy Hill","QLD","4127",153.153424,-27.643208,"20-50 Daisy Hill Road",327
"0103","St Lawrence State School","Primary","St Lawrence","QLD","4707",149.529711,-22.344932,"Macartney Street",330
"0106","Tent Hill Lower State School","Primary","Lower Tenthill","QLD","4343",152.236121,-27.591555,"90 Lower Tenthill Road",334
"0107","Tiaro State School","Primary","Tiaro","QLD","4650",152.581126,-25.728166,"1 Forgan Terrace",336
"0108","Ironside State School","Primary","St Lucia","QLD","4067",152.995977,-27.500916,"2 Hawken Drive",338
"0110","Toowoomba North State School","Primary","Toowoomba","QLD","4350",151.948788,-27.556538,"Cnr Mort & Taylor Streets",339
"0111","Goombungee State School","Primary","Goombungee","QLD","4354",151.852555,-27.302058,"52 Mocatta Street",341
"0113","Townsville Central State School","Primary","North Ward","QLD","4810",146.812035,-19.251075,"4 Warburton Street",342
"0114","Haigslea State School","Primary","Haigslea","QLD","4306",152.629711,-27.571711,"Thagoona-Haigslea Road",344
"0115","Amberley District State School","Primary","Yamanto","QLD","4305",152.750141,-27.65749,"37 Deebing Creek Road",345
"0116","Warwick Central State School","Primary","Warwick","QLD","4370",152.029451,-28.21772,"Cnr Guy & Percy Streets",347
"0117","Cordalba State School","Primary","Cordalba","QLD","4660",152.212185,-25.158744,"Cemetery Road",348
"0119","Westwood State School","Primary","Westwood","QLD","4702",150.154504,-23.617343,"108 Herbert Street",349
"0122","Woodhill State School","Primary","Woodhill","QLD","4285",152.973734,-27.892934,"6027 Mount Lindesay Highway",351
"0123","Logan Village State School","Primary","Logan Village","QLD","4207",153.106354,-27.765317,"North Street",353
"0124","Coomera State School","Primary","Coomera","QLD","4209",153.315288,-27.868623,"Dreamworld Parkway",355
"0125","Morayfield State School","Primary","Morayfield","QLD","4506",152.947224,-27.106524,"196-230 Morayfield Road",356
"0126","Glenvale State School","Primary","Glenvale","QLD","4350",151.902838,-27.562532,"224 Glenvale Road",357
"0127","Tingalpa State School","Primary","Tingalpa","QLD","4173",153.126433,-27.473506,"1546 Wynnum Road",359
"0128","Upper Mount Gravatt State School","Primary","Upper Mount Gravatt","QLD","4122",153.079941,-27.556476,"1899 Logan Road",361
"0129","Stanwell State School","Primary","Stanwell","QLD","4702",150.321598,-23.485269,"10 Teakle Street",362
"0130","Waterford State School","Primary","Waterford","QLD","4133",153.145407,-27.69595,"40 Nerang Street",363
"0131","Rosewood State School","Primary","Rosewood","QLD","4340",152.592667,-27.643552,"School Street",365
"0132","Stanthorpe State School","Primary","Stanthorpe","QLD","4380",151.9343,-28.64986,"Marsh Street",366
"0134","St George State School","Primary","St George","QLD","4487",148.580719,-28.037716,"Grey Street",367
"0135","Cawarral State School","Primary","Cawarral","QLD","4702",150.675628,-23.253978,"125 Annie Drive",369
"0136","Cardwell State School","Primary","Cardwell","QLD","4849",146.03085,-18.268797,"43 Victoria Street",371
"0140","Pullenvale State School","Primary","Pullenvale","QLD","4069",152.895344,-27.532618,"120 Grandview Road",374
"0141","Ravenswood State School","Primary","Ravenswood","QLD","4816",146.887026,-20.0962,"30-40 Elphinstone Street",376
"0143","Mansfield State School","Primary","Mansfield","QLD","4122",153.105369,-27.542384,"174 Ham Road",379
"0145","Grandchester State School","Primary","Grandchester","QLD","4340",152.465345,-27.665537,"School Road",381
"0149","Glamorgan Vale State School","Primary","Glamorgan Vale","QLD","4306",152.632362,-27.51499,"750 Glamorgan Vale Road",385
"0151","Yangan State School","Primary","Yangan","QLD","4371",152.21555,-28.197677,"King Street",387
"0152","Mutdapilly State School","Primary","Mutdapilly","QLD","4307",152.650646,-27.771042,"4 Mutdapilly-Churchbank Weir Road",389
"0153","Sandgate State School","Primary","Sandgate","QLD","4017",153.065898,-27.320893,"54 Rainbow Street",391
"0154","Emu Creek State School","Primary","East Greenmount","QLD","4359",151.944806,-27.783359,"14534 New England Highway",392
"0155","Allenstown State School","Primary","Allenstown","QLD","4700",150.502671,-23.391906,"Upper Dawson Road",393
"0157","Millchester State School","Primary","Millchester","QLD","4820",146.275344,-20.0891,"Cnr Bluff & Phillipson Roads",395
"0158","Beaudesert State School","Primary","Beaudesert","QLD","4285",153.002363,-27.988875,"17 Tina Street",397
"0159","Mudgeeraba Creek State School","Primary","Mudgeeraba","QLD","4213",153.347063,-28.086798,"Gold Coast-Springbrook Road",398
"0160","Cedar Creek State School","Primary","Cedar Creek","QLD","4207",153.179275,-27.827597,"1A Chardon Bridge Road",400
"0161","Bundaberg North State School","Primary","Bundaberg North","QLD","4670",152.340454,-24.851878,"Mount Perry Road",401
"0162","Clontarf Beach State School","Primary","Clontarf","QLD","4019",153.08111,-27.253394,"Elizabeth Avenue",403
"0164","Humpybong State School","Primary","Margate","QLD","4019",153.108737,-27.246227,"Ernest Street",406
"0165","Croydon State School","Primary","Croydon","QLD","4871",142.249391,-18.203756,"Brown Street",407
"0166","Oakey State School","Primary","Oakey","QLD","4401",151.720502,-27.439355,"24 Campbell Street",408
"0167","Mossman State School","Primary","Mossman","QLD","4873",145.374373,-16.461721,"30-34 Front Street",410
"0170","Fernvale State School","Primary","Fernvale","QLD","4306",152.644116,-27.446767,"Brisbane Valley Highway",413
"0171","Clare State School","Primary","Clare","QLD","4807",147.226883,-19.783298,"Larkin Street",415
"0172","Clinton State School","Primary","Clinton","QLD","4680",151.222868,-23.880021,"Harvey Road",416
"0173","Comet State School","Primary","Comet","QLD","4702",148.545172,-23.606146,"5 Comet Water Shed Road",417
"0175","Noosaville State School","Primary","Noosaville","QLD","4566",153.029142,-26.409542,"75 Beckmans Road",419
"0178","Georgetown State School","Primary","Georgetown","QLD","4871",143.547383,-18.294762,"High Street",424
"0179","Meringandan State School","Primary","Meringandan West","QLD","4352",151.905023,-27.430377,"10 School Road",426
"0180","Jinibara State School","Primary","Narangba","QLD","4504",152.949925,-27.181091,"50 Cottontree Drive",427
"0181","Tewantin State School","Primary","Tewantin","QLD","4565",153.032573,-26.39013,"Werin Street",428
"0183","Petrie State School","Primary","Petrie","QLD","4502",152.972216,-27.267544,"42 Dayboro Road",430
"0184","Nebo State School","Primary","Nebo","QLD","4742",148.689807,-21.689731,"34 Oxford Street",431
"0185","Charleville State School","Primary","Charleville","QLD","4470",146.24238,-26.404879,"Wills Street",432
"0186","Ashgrove State School","Primary","Ashgrove","QLD","4060",152.976542,-27.448125,"31 Glory Street",433
"0187","Begonia State School","Primary","Begonia","QLD","4487",148.324991,-27.491787,"4233 Begonia Rd",434
"0190","Albany Creek State School","Primary","Albany Creek","QLD","4035",152.970666,-27.34586,"696 Albany Creek Road",435
"0191","Dayboro State School","Primary","Dayboro","QLD","4521",152.820394,-27.194102,"58 Mckenzie Street",436
"0192","Macgregor State School","Primary","Macgregor","QLD","4109",153.067242,-27.572214,"Mccullough Street",437
"0193","Granville State School","Primary","Granville","QLD","4650",152.715473,-25.53851,"Cambridge Street",438
"0196","Cambooya State School","Primary","Cambooya","QLD","4358",151.866872,-27.708783,"Harrow Street",442
"0198","Mount Gravatt State School","Primary","Mount Gravatt","QLD","4122",153.074086,-27.532699,"1263 Logan Road",444
"0199","Esk State School","Primary","Esk","QLD","4312",152.426322,-27.247508,"49 East Street",446
"0201","Tallebudgera State School","Primary","Tallebudgera","QLD","4228",153.429814,-28.13996,"492 Guineas Creek Road",448
"0202","Lakeland State School","Primary","Lakeland","QLD","4871",144.856886,-15.856902,"Cnr Peninsula & Cooktown Development Roads",450
"0206","Jericho State School","Primary","Jericho","QLD","4728",146.129486,-23.604222,"Pasteur Street",453
"0207","Brisbane Central State School","Primary","Spring Hill","QLD","4000",153.027198,-27.459289,"85 Rogers Street",455
"0208","Port Curtis Road State School","Primary","Port Curtis","QLD","4700",150.514026,-23.413482,"Port Curtis Road",456
"0212","West End State School","Primary","West End","QLD","4101",153.008308,-27.480472,"24 Vulture Street",461
"0213","Halifax State School","Primary","Halifax","QLD","4850",146.284602,-18.583644,"17 Victoria Terrace",463
"0215","Charters Towers Central State School","Primary","Charters Towers","QLD","4820",146.263198,-20.080199,"High Street",465
"0216","Tinana State School","Primary","Tinana","QLD","4650",152.667593,-25.558647,"239 Gympie Road",466
"0217","Mungar State School","Primary","Mungar","QLD","4650",152.590612,-25.604163,"1143 Mungar Road",467
"0218","Nerang State School","Primary","Nerang","QLD","4211",153.338457,-27.988627,"3 Nerang Street",469
"0219","Coorparoo State School","Primary","Coorparoo","QLD","4151",153.06059,-27.494004,"327 Old Cleveland Road",471
"0222","Eulo State School","Primary","Eulo","QLD","4491",145.050435,-28.157516,"Leo Street",474
"0223","Buderim Mountain State School","Primary","Buderim","QLD","4556",153.053898,-26.684588,"8-42 Main Street",476
"0224","Tivoli State School","Primary","Tivoli","QLD","4305",152.777509,-27.583961,"108 Mount Crosby Road",478
"0225","Warwick East State School","Primary","Warwick","QLD","4370",152.038562,-28.214791,"45 Fitzroy Street",480
"0226","Belmont State School","Primary","Carindale","QLD","4152",153.115625,-27.503012,"Old Cleveland Road",481
"0227","Ferny Grove State School","Primary","Ferny Grove","QLD","4055",152.929123,-27.40276,"Finvoy Street",483
"0228","Newmarket State School","Primary","Newmarket","QLD","4051",153.004001,-27.432212,"15 Banks Street",484
"0229","Redland Bay State School","Primary","Redland Bay","QLD","4165",153.293085,-27.618595,"Gordon Road",485
"0232","Healy State School","Primary","Healy","QLD","4825",139.500247,-20.741926,"5-9 Thomson Road",489
"0235","Edge Hill State School","Primary","Edge Hill","QLD","4870",145.742478,-16.905211,"254 Pease Street",491
"0236","St Helens State School","Primary","St Helens","QLD","4650",152.710558,-25.50278,"891 Saltwater Creek Road",492
"0237","Deception Bay State School","Primary","Deception Bay","QLD","4508",153.029448,-27.190687,"King Street",494
"0238","Prenzlau State School","Primary","Prenzlau","QLD","4311",152.523271,-27.534046,"357 Prenzlau Road",495
"0240","Palm Beach State School","Primary","Palm Beach","QLD","4221",153.46316,-28.110702,"13-19 Nineteenth Avenue",497
"0241","Homestead State School","Primary","Homestead","QLD","4816",145.657327,-20.360735,"Flinders Highway",499
"0242","Lowood State School","Primary","Lowood","QLD","4311",152.581621,-27.46578,"Peace Street",501
"0244","Chinchilla State School","Primary","Chinchilla","QLD","4413",150.625972,-26.74035,"34-40 Bell Street",502
"0245","Thornton State School","Primary","Thornton","QLD","4341",152.372045,-27.798244,"4 Thornton School Road",504
"0247","Silkstone State School","Primary","Silkstone","QLD","4304",152.784772,-27.619096,"Molloy Street",505
"0250","Ferny Hills State School","Primary","Ferny Hills","QLD","4055",152.943389,-27.40209,"Illuta Avenue",508
"0264","Manly West State School","Primary","Manly West","QLD","4179",153.174284,-27.469024,"226 Manly Road",516
"0265","Minimbah State School","Primary","Morayfield","QLD","4506",152.924326,-27.110796,"Cnr Walkers Road & Minimbah Drive",518
"0266","Dingo State School","Primary","Dingo","QLD","4702",149.330223,-23.645501,"Cnr Kennedy & Normanby Streets",519
"0267","Mount Crosby State School","Primary","Karana Downs","QLD","4306",152.807094,-27.550823,"Mount Crosby Road",520
"0271","Tarampa State School","Primary","Tarampa","QLD","4311",152.546182,-27.487128,"18 Manthey Road",522
"0273","Wellington Point State School","Primary","Wellington Point","QLD","4160",153.239601,-27.491089,"476 Main Road",524
"0275","Zillmere State School","Primary","Zillmere","QLD","4034",153.037355,-27.364673,"Murphy Road",527
"0276","Jamboree Heights State School","Primary","Jamboree Heights","QLD","4074",152.92896,-27.554888,"35 Beanland Street",528
"0277","Kalkie State School","Primary","Kalkie","QLD","4670",152.397447,-24.846446,"Bargara Road",529
"0278","Carbrook State School","Primary","Carbrook","QLD","4130",153.235233,-27.678064,"Redland Bay Road",530
"0279","Kolan South State School","Primary","South Kolan","QLD","4670",152.17607,-24.934078,"2297 Gin Gin Road",532
"0281","Northgate State School","Primary","Nundah","QLD","4012",153.070852,-27.398743,"128 Amelia Street",534
"0284","Mount Cotton State School","Primary","Mount Cotton","QLD","4165",153.235601,-27.621828,"1246 Mount Cotton Road",536
"0285","Walloon State School","Primary","Walloon","QLD","4306",152.663169,-27.605673,"528 Karrabin-Rosewood Road",538
"0286","Payne Road State School","Primary","The Gap","QLD","4061",152.951438,-27.449445,"171 Payne Road",539
"0287","The Willows State School","Primary","Kirwan","QLD","4817",146.722516,-19.305133,"Bilberry Street",540
"0292","Windera State School","Primary","Windera","QLD","4605",151.828998,-26.052838,"2588 Gayndah - Murgon Road",546
"0294","Minden State School","Primary","Minden","QLD","4311",152.544156,-27.554762,"1032 Lowood-Minden Road",549
"0296","Ascot State School","Primary","Ascot","QLD","4007",153.055952,-27.432671,"Pringle Street",550
"0297","Gowrie State School","Primary","Gowrie Junction","QLD","4352",151.891457,-27.491555,"Old Homebush Road",552
"0298","Gin Gin State School","Primary","Gin Gin","QLD","4671",151.955135,-24.992476,"13 May Street",553
"0301","Edens Landing State School","Primary","Edens Landing","QLD","4207",153.169865,-27.705302,"Jamie Nicolson Avenue",558
"0303","Townsville South State School","Primary","South Townsville","QLD","4810",146.82664,-19.262946,"78 Tully Street",560
"0304","Muttaburra State School","Primary","Muttaburra","QLD","4732",144.543664,-22.594954,"42 Sword Street",562
"0305","Heatley State School","Primary","Heatley","QLD","4814",146.74918,-19.293818,"410 Fulham Road",564
"0309","Mooloolah State School","Primary","Mooloolah Valley","QLD","4553",152.958259,-26.769062,"King Road",567
"0310","Eton State School","Primary","Eton","QLD","4741",148.97651,-21.264274,"Prospect Street",569
"0311","Brookstead State School","Primary","Brookstead","QLD","4364",151.450522,-27.75801,"30 Ware Street",570
"0313","Glenella State School","Primary","Glenella","QLD","4740",149.149354,-21.121496,"35-55 Hill End Road",573
"0316","Blenheim State School","Primary","Blenheim","QLD","4341",152.331787,-27.650135,"81 Blenheim Road",575
"0317","Back Plains State School","Primary","Back Plains","QLD","4361",151.784224,-27.892622,"874 Clifton-Pittsworth Highway",577
"0318","Dalveen State School","Primary","Dalveen","QLD","4374",151.973538,-28.489817,"40 Pine Crescent",579
"0319","Burnett Heads State School","Primary","Burnett Heads","QLD","4670",152.414509,-24.771725,"Burnett Heads Road",580
"0320","Marburg State School","Primary","Marburg","QLD","4346",152.59393,-27.56242,"Louisa Street",581
"0324","Macknade State School","Primary","Macknade","QLD","4850",146.251864,-18.576707,"79 Farrell Drive",584
"0329","Lawnton State School","Primary","Lawnton","QLD","4501",152.974784,-27.281835,"Todds Road",590
"0331","Oakleigh State School","Primary","Ashgrove","QLD","4060",152.985892,-27.436517,"Buxton Street",593
"0333","Boonah State School","Primary","Boonah","QLD","4310",152.681179,-27.997753,"Park Street",595
"0334","Greenvale State School","Primary","Greenvale","QLD","4816",144.980551,-18.999118,"Cassia Court",596
"0336","Ormeau State School","Primary","Pimpama","QLD","4209",153.276681,-27.799965,"29 Mirambeena Drive",598
"0337","Glenview State School","Primary","Glenview","QLD","4553",153.01367,-26.765658,"6 Leeding Road",600
"0339","Bray Park State School","Primary","Bray Park","QLD","4500",152.975298,-27.293504,"Hopetoun Street",602
"0341","Miles State School","Primary","Miles","QLD","4415",150.185634,-26.656815,"Constance Street",605
"0342","Duaringa State School","Primary","Duaringa","QLD","4712",149.668485,-23.715905,"Charlotte Street",607
"0343","Kalbar State School","Primary","Kalbar","QLD","4309",152.623878,-27.942163999999998,"George Street",608
"0344","Bluff State School","Primary","Bluff","QLD","4702",149.068871,-23.582155,"Main Street",609
"0345","Howard State School","Primary","Howard","QLD","4659",152.557835,-25.321935,"108 William Street",610
"0349","Landsborough State School","Primary","Landsborough","QLD","4550",152.964576,-26.804064,"41 Gympie Street North",612
"0350","Woongarra State School","Primary","Woongarra","QLD","4670",152.405673,-24.878923,"468 Elliott Heads Road",613
"0352","Camira State School","Primary","Camira","QLD","4300",152.914644,-27.621316,"184-202 Old Logan Road",615
"0353","Walkerston State School","Primary","Walkerston","QLD","4751",149.064968,-21.158936,"13A Mc Coll Street",617
"0354","Emerald State School","Primary","Emerald","QLD","4720",148.160599,-23.52375,"Anakie Street",618
"0355","Currajong State School","Primary","Gulliver","QLD","4812",146.77416,-19.28021,"140 Palmerston Street",620
"0356","Mabel Park State School","Primary","Slacks Creek","QLD","4127",153.126471,-27.643124,"Borman Street",622
"0357","Augathella State School","Primary","Augathella","QLD","4477",146.583358,-25.79714,"Cavanagh Street",623
"0358","Springwood Road State School","Primary","Rochedale South","QLD","4123",153.12926,-27.60816,"94-120 Springwood Road",624
"0359","Harris Fields State School","Primary","Woodridge","QLD","4114",153.115619,-27.629999,"10-38 Smith Road",626
"0361","Two Mile State School","Primary","Two Mile","QLD","4570",152.642796,-26.170725,"288 Bruce Highway North",629
"0366","Ipswich West State School","Primary","West Ipswich","QLD","4305",152.750672,-27.620742,"Cnr Omar & Keogh Streets",632
"0368","Southport State School","Primary","Southport","QLD","4215",153.400777,-27.970753,"215 Queen Street",634
"0369","Caboolture State School","Primary","Caboolture","QLD","4510",152.948729,-27.082517,"12 George Street",636
"0371","Kedron State School","Primary","Kedron","QLD","4031",153.034837,-27.406408,"Leckie Road",638
"0372","Yuleba State School","Primary","Yuleba","QLD","4427",149.381988,-26.614533,"Perry Street",640
"0373","Pittsworth State School","Primary","Pittsworth","QLD","4356",151.634048,-27.718317,"Hume Street",641
"0377","Mount Samson State School","Primary","Mount Samson","QLD","4520",152.851264,-27.294338,"1060 Winn Road",644
"0378","Mcdowall State School","Primary","Mcdowall","QLD","4053",152.98995,-27.388021,"1018 Rode Road",646
"0381","Mount Alford State School","Primary","Mount Alford","QLD","4310",152.594708,-28.068223,"942 Reckumpilla Street",650
"0383","Ma Ma Creek State School","Primary","Ma Ma Creek","QLD","4347",152.190016,-27.628832,"803 Gatton-Clifton Road",652
"0386","Warra State School","Primary","Warra","QLD","4411",150.917662,-26.930219,"10 Lytton Street",656
"0387","Bauhinia State School","Primary","Bauhinia","QLD","4718",149.296066,-24.566682,"11559 Fitzroy Development Road",658
"0390","Hatton Vale State School","Primary","Hatton Vale","QLD","4341",152.47098,-27.543442,"Hannant Road",661
"0392","Denison State School","Primary","Emerald","QLD","4720",148.151294,-23.532222,"16 Gray Street",663
"0393","Benaraby State School","Primary","Benaraby","QLD","4680",151.323819,-24.003765,"17 O'Connor Road",664
"0394","Wilsonton State School","Primary","Wilsonton","QLD","4350",151.92214,-27.542939,"429 Bridge Street",665
"0395","Weir State School","Primary","Thuringowa Central","QLD","4817",146.734529,-19.315264,"592 Ross River Road",667
"0396","Blackwater State School","Primary","Blackwater","QLD","4717",148.877854,-23.58342,"Wey Street",669
"0399","Crawford State School","Primary","Crawford","QLD","4610",151.822532,-26.497589,"215-227 Siefert Street",671
"0400","Sharon State School","Primary","Sharon","QLD","4670",152.263391,-24.872466,"18 Sharon School Road",672
"0402","Jindalee State School","Primary","Jindalee","QLD","4074",152.934937,-27.529897,"114 Burrendah Road",673
"0403","Valkyrie State School","Primary","Valkyrie","QLD","4742",148.579468,-22.059465,"Fitzroy Developmental Road",674
"0405","Alexandra Hills State School","Primary","Alexandra Hills","QLD","4161",153.221279,-27.518141,"12 Princeton Avenue",675
"0407","Gooburrum State School","Primary","Gooburrum","QLD","4670",152.305952,-24.822707,"14 Gooburrum Road",677
"0409","Thargomindah State School","Primary","Thargomindah","QLD","4492",143.826773,-27.995287,"Dowling Street",680
"0410","Capella State School","Primary","Capella","QLD","4723",148.024701,-23.082625,"41 Huntley Street",681
"0414","Middle Ridge State School","Primary","Middle Ridge","QLD","4350",151.956495,-27.601717,"203 Spring Street",686
"0415","Kioma State School","Primary","Kioma","QLD","4498",149.794011,-28.21724,"Kioma Road",687
"0416","Wondall Heights State School","Primary","Manly West","QLD","4179",153.158732,-27.464146,"Wondall Road",688
"0417","Monkland State School","Primary","Monkland","QLD","4570",152.685981,-26.213842,"220 Brisbane Road",689
"0418","Lundavra State School","Primary","Lundavra","QLD","4390",149.982017,-28.070234,"Lot 12 Lienassie Road",691
"0419","Pialba State School","Primary","Pialba","QLD","4655",152.833396,-25.27938,"Alice Street",693
"0420","Tresswell State School","Primary","Nandowrie","QLD","4722",147.606554,-24.247966,"Tambo Road",694
"0422","Pilton State School","Primary","Pilton","QLD","4361",152.049757,-27.867944,"24 Pilton Valley Road",696
"0425","Bollon State School","Primary","Bollon","QLD","4488",147.475661,-28.031512,"Main Street",699
"0430","Alloway State School","Primary","Alloway","QLD","4670",152.378285,-24.952136,"4334 Goodwood Road",703
"0436","Mundingburra State School","Primary","Mundingburra","QLD","4812",146.789636,-19.294541,"77 Ross River Road",706
"0439","Coningsby State School","Primary","Farleigh","QLD","4741",149.068859,-21.092505,"1312 Bruce Highway",709
"0440","Annandale State School","Primary","Annandale","QLD","4814",146.778441,-19.315285,"Cnr Oleander Street & Yolanda Drive",710
"0442","Yeppoon State School","Primary","Yeppoon","QLD","4703",150.737962,-23.125355,"Tucker Street",712
"0443","Labrador State School","Primary","Labrador","QLD","4215",153.402486,-27.942222,"Gordon Street",713
"0445","Norville State School","Primary","Norville","QLD","4670",152.336502,-24.886563,"Dr Mays Road",716
"0449","Karumba State School","Primary","Karumba","QLD","4891",140.840317,-17.482928,"5 Yappar Street",720
"0450","Ingham State School","Primary","Ingham","QLD","4850",146.161583,-18.652592,"28 Mcilwraith Street",722
"0451","Ayr State School","Primary","Ayr","QLD","4807",147.400553,-19.579099,"141 Graham Street",723
"0454","Rocklea State School","Primary","Rocklea","QLD","4106",153.011812,-27.546643,"19 Elmes Road",726
"0455","Ithaca Creek State School","Primary","Bardon","QLD","4065",152.991328,-27.451296,"Lugg Street",728
"0457","Pormpuraaw State School","Primary","Pormpuraaw","QLD","4892",141.620978,-14.898737,"Pormpuraaw Street",732
"0458","Wallangarra State School","Primary","Wallangarra","QLD","4383",151.931344,-28.918473,"50 Callandoon Street",733
"0461","Windorah State School","Primary","Windorah","QLD","4481",142.654238,-25.420281,"8 Victoria Street",737
"0462","Talara Primary College","Primary","Currimundi","QLD","4551",153.117912,-26.772477,"Talara Street",738
"0464","Mount Sylvia State School","Primary","Mount Sylvia","QLD","4343",152.224001,-27.723021,"6 Left Hand Branch Road",739
"0466","Brandon State School","Primary","Brandon","QLD","4808",147.348591,-19.553714,"Drysdale Street",741
"0467","Pentland State School","Primary","Pentland","QLD","4816",145.398201,-20.52313,"Gilmore Street",743
"0469","North Arm State School","Primary","North Arm","QLD","4561",152.965795,-26.523289,"Cnr Fairhill & Yandina Creek Road",746
"0470","Homebush State School","Primary","Homebush","QLD","4740",149.050378,-21.27585,"1181 Homebush Road",748
"0471","Flagstone State School","Primary","Jimboomba","QLD","4280",152.957325,-27.807173,"Poinciana Drive",749
"0472","Runcorn Heights State School","Primary","Runcorn","QLD","4113",153.069699,-27.604541,"200 Nemies Road",750
"0473","Emu Park State School","Primary","Emu Park","QLD","4710",150.820761,-23.259744,"26 Fountain Street",752
"0474","Anakie State School","Primary","The Gemfields","QLD","4702",147.745856,-23.554011,"Cook Street",754
"0475","Scottville State School","Primary","Scottville","QLD","4804",147.819704,-20.574187,"21 Eleventh Avenue",756
"0476","Woombye State School","Primary","Woombye","QLD","4559",152.973825,-26.667791,"95 Pine Grove Road",758
"0479","Nashville State School","Primary","Brighton","QLD","4017",153.050389,-27.307003,"Cnr Baskerville & Douglas Streets",762
"0481","Benowa State School","Primary","Benowa","QLD","4217",153.391147,-28.007731,"314-358 Benowa Road",764
"0482","Gympie East State School","Primary","Greens Creek","QLD","4570",152.73272,-26.179851,"219 Cedar Pocket Road",766
"0483","Cameron Downs State School","Primary","Tangorin","QLD","4821",144.278845,-21.374579,"Cameron Downs Stationhughenden-Muttaburra Road",768
"0485","Maryborough West State School","Primary","Maryborough","QLD","4650",152.69457,-25.523749,"149 North Street",769
